0.0000e0	0.0000e0	0	
0.0000e0	0.0000e0	0.030000000000000002	
0.0000e0	0.0000e0	0.060000000000000005	
0.0000e0	0.0000e0	0.09000000000000001	
0.0000e0	0.0000e0	0.12000000000000001	
0.0000e0	0.0000e0	0.15	
0.0000e0	0.0000e0	0.18000000000000002	
0.0000e0	0.0000e0	0.21000000000000002	
0.0000e0	0.0000e0	0.24000000000000002	
0.0000e0	0.0000e0	0.27	
0.0000e0	0.0000e0	0.3	
0.0000e0	0.0000e0	0.33	
0.0000e0	0.0000e0	0.36000000000000004	
0.0000e0	0.0000e0	0.39	
0.0000e0	0.0000e0	0.42000000000000004	
0.0000e0	0.0000e0	0.45	
0.0000e0	0.0000e0	0.48000000000000004	
4.5900e-4	2.8306e1	0.51	
1.8360e-3	1.1322e2	0.54	
3.2130e-3	1.6978e2	0.5700000000000001	
4.5900e-3	1.7450e2	0.6	
5.9670e-3	1.7888e2	0.63	
7.3440e-3	1.8423e2	0.66	
8.7209e-3	1.9048e2	0.6900000000000001	
1.0098e-2	1.9753e2	0.7200000000000001	
1.1475e-2	2.0532e2	0.75	
1.2852e-2	2.1375e2	0.78	
1.4228e-2	2.2275e2	0.81	
1.5604e-2	2.3170e2	0.8400000000000001	
1.6975e-2	2.3719e2	0.87	
1.8330e-2	2.4139e2	0.9	
1.9619e-2	2.4481e2	0.93	
2.0693e-2	2.4590e2	0.9600000000000001	
2.1230e-2	2.4130e2	0.9900000000000001	
2.1508e-2	2.3874e2	1.02	
2.1184e-2	2.4382e2	1.05	
2.0422e-2	2.4466e2	1.08	
1.9804e-2	2.4953e2	1.11	
1.9599e-2	2.5426e2	1.1400000000000001	
1.9823e-2	2.5843e2	1.1700000000000002	
2.0421e-2	2.6220e2	1.2	
2.1333e-2	2.6555e2	1.23	
2.2507e-2	2.6892e2	1.26	
2.3887e-2	2.7219e2	1.29	
2.5386e-2	2.7492e2	1.32	
2.6889e-2	2.7638e2	1.35	
2.8269e-2	2.7593e2	1.3800000000000001	
2.9451e-2	2.7341e2	1.4100000000000001	
3.0423e-2	2.6925e2	1.4400000000000002	
3.1222e-2	2.6413e2	1.47	
3.1899e-2	2.5880e2	1.5	
3.3315e-2	2.8203e2	1.53	
3.4804e-2	2.9130e2	1.56	
3.6375e-2	2.9892e2	1.59	
3.8032e-2	3.0469e2	1.62	
3.9773e-2	3.0944e2	1.6500000000000001	
4.1592e-2	3.1368e2	1.6800000000000002	
4.3486e-2	3.1787e2	1.7100000000000002	
4.5448e-2	3.2213e2	1.74	
4.7473e-2	3.2649e2	1.77	
4.9555e-2	3.3097e2	1.8	
5.1688e-2	3.3553e2	1.83	
5.3869e-2	3.4017e2	1.86	
5.6092e-2	3.4489e2	1.8900000000000001	
5.8354e-2	3.4966e2	1.9200000000000002	
6.0650e-2	3.5449e2	1.9500000000000002	
6.2977e-2	3.5937e2	1.9800000000000002	
6.5380e-2	3.6459e2	2.0100000000000002	
6.7904e-2	3.6984e2	2.04	
7.0450e-2	3.7509e2	2.0700000000000003	
7.3017e-2	3.8035e2	2.1	
7.5602e-2	3.8560e2	2.13	
7.8204e-2	3.9085e2	2.16	
8.0821e-2	3.9609e2	2.19	
8.3452e-2	4.0132e2	2.22	
8.6096e-2	4.0652e2	2.25	
8.8751e-2	4.1171e2	2.2800000000000002	
9.1417e-2	4.1686e2	2.31	
9.4093e-2	4.2200e2	2.3400000000000003	
9.6777e-2	4.2710e2	2.37	
9.9470e-2	4.3217e2	2.4	
1.0217e-1	4.3721e2	2.43	
1.0488e-1	4.4222e2	2.46	
1.0759e-1	4.4719e2	2.49	
1.1040e-1	4.5255e2	2.52	
1.1327e-1	4.5771e2	2.5500000000000003	
1.1614e-1	4.6282e2	2.58	
1.1902e-1	4.6789e2	2.6100000000000003	
1.2190e-1	4.7291e2	2.64	
1.2478e-1	4.7788e2	2.67	
1.2767e-1	4.8281e2	2.7	
1.3056e-1	4.8769e2	2.73	
1.3345e-1	4.9253e2	2.7600000000000002	
1.3635e-1	4.9731e2	2.79	
1.3924e-1	5.0205e2	2.8200000000000003	
1.4215e-1	5.0675e2	2.85	
1.4505e-1	5.1139e2	2.8800000000000003	
1.4795e-1	5.1599e2	2.91	
1.5086e-1	5.2054e2	2.94	
1.5377e-1	5.2505e2	2.97	
1.5668e-1	5.2950e2	3	
