0.0000e0	0.030000000000000002	
0.0000e0	0.060000000000000005	
0.0000e0	0.09000000000000001	
0.0000e0	0.12000000000000001	
0.0000e0	0.15	
0.0000e0	0.18000000000000002	
0.0000e0	0.21000000000000002	
0.0000e0	0.24000000000000002	
0.0000e0	0.27	
0.0000e0	0.3	
0.0000e0	0.33	
0.0000e0	0.36000000000000004	
0.0000e0	0.39	
0.0000e0	0.42000000000000004	
0.0000e0	0.45	
0.0000e0	0.48000000000000004	
0.0000e0	0.51	
0.0000e0	0.54	
1.4492e4	0.5700000000000001	
5.6863e4	0.6	
1.0047e5	0.63	
1.4457e5	0.66	
1.8915e5	0.6900000000000001	
2.3423e5	0.7200000000000001	
2.7980e5	0.75	
3.2584e5	0.78	
3.7237e5	0.81	
4.1994e5	0.8400000000000001	
4.7235e5	0.87	
5.2647e5	0.9	
5.7939e5	0.93	
6.2636e5	0.9600000000000001	
6.5692e5	0.9900000000000001	
6.7736e5	1.02	
6.6662e5	1.05	
6.3776e5	1.08	
6.0932e5	1.11	
6.0104e5	1.1400000000000001	
6.1576e5	1.1700000000000002	
6.5108e5	1.2	
7.0429e5	1.23	
7.7128e5	1.26	
8.4952e5	1.29	
9.3530e5	1.32	
1.0236e6	1.35	
1.1088e6	1.3800000000000001	
1.1871e6	1.4100000000000001	
1.2570e6	1.4400000000000002	
1.3196e6	1.47	
1.3764e6	1.5	
1.4462e6	1.53	
1.5258e6	1.56	
1.6096e6	1.59	
1.7010e6	1.62	
1.7996e6	1.6500000000000001	
1.9051e6	1.6800000000000002	
2.0166e6	1.7100000000000002	
2.1334e6	1.74	
2.2554e6	1.77	
2.3825e6	1.8	
2.5145e6	1.83	
2.6513e6	1.86	
2.7927e6	1.8900000000000001	
2.9386e6	1.9200000000000002	
3.0887e6	1.9500000000000002	
3.2431e6	1.9800000000000002	
3.4044e6	2.0100000000000002	
3.5769e6	2.04	
3.7535e6	2.0700000000000003	
3.9341e6	2.1	
4.1187e6	2.13	
4.3072e6	2.16	
4.4995e6	2.19	
4.6955e6	2.22	
4.8952e6	2.25	
5.0985e6	2.2800000000000002	
5.3053e6	2.31	
5.5156e6	2.3400000000000003	
5.7293e6	2.37	
5.9463e6	2.4	
6.1667e6	2.43	
6.3903e6	2.46	
6.6171e6	2.49	
6.8547e6	2.52	
7.1003e6	2.5500000000000003	
7.3492e6	2.58	
7.6015e6	2.6100000000000003	
7.8570e6	2.64	
8.1158e6	2.67	
8.3777e6	2.7	
8.6428e6	2.73	
8.9110e6	2.7600000000000002	
9.1822e6	2.79	
9.4565e6	2.8200000000000003	
9.7337e6	2.85	
1.0014e7	2.8800000000000003	
1.0297e7	2.91	
1.0583e7	2.94	
1.0872e7	2.97	
1.1164e7	3	
