2.0000e-4	0.030000000000000002	
2.0000e-4	0.060000000000000005	
2.0000e-4	0.09000000000000001	
2.0000e-4	0.12000000000000001	
2.0000e-4	0.15	
2.0000e-4	0.18000000000000002	
2.0000e-4	0.21000000000000002	
2.0000e-4	0.24000000000000002	
2.0000e-4	0.27	
2.0000e-4	0.3	
2.0000e-4	0.33	
2.0000e-4	0.36000000000000004	
2.0000e-4	0.39	
2.0000e-4	0.42000000000000004	
2.0000e-4	0.45	
2.0000e-4	0.48000000000000004	
2.0000e-4	0.51	
2.0000e-4	0.54	
2.0000e-4	0.5700000000000001	
2.0000e-4	0.6	
2.0000e-4	0.63	
2.0000e-4	0.66	
2.0000e-4	0.6900000000000001	
2.0000e-4	0.7200000000000001	
2.0000e-4	0.75	
2.0000e-4	0.78	
1.9999e-4	0.81	
1.9997e-4	0.8400000000000001	
1.9990e-4	0.87	
1.9967e-4	0.9	
1.9884e-4	0.93	
1.9623e-4	0.9600000000000001	
1.8961e-4	0.9900000000000001	
1.7653e-4	1.02	
1.5686e-4	1.05	
1.3480e-4	1.08	
1.1491e-4	1.11	
9.9105e-5	1.1400000000000001	
8.7387e-5	1.1700000000000002	
7.9316e-5	1.2	
7.4446e-5	1.23	
7.2409e-5	1.26	
7.2847e-5	1.29	
7.5352e-5	1.32	
7.9477e-5	1.35	
8.4793e-5	1.3800000000000001	
9.1001e-5	1.4100000000000001	
9.7956e-5	1.4400000000000002	
1.0560e-4	1.47	
1.1392e-4	1.5	
1.2294e-4	1.53	
1.3274e-4	1.56	
1.4338e-4	1.59	
1.5490e-4	1.62	
1.6734e-4	1.6500000000000001	
1.8076e-4	1.6800000000000002	
1.9518e-4	1.7100000000000002	
2.1064e-4	1.74	
2.2717e-4	1.77	
2.4480e-4	1.8	
2.6357e-4	1.83	
2.8350e-4	1.86	
3.0463e-4	1.8900000000000001	
3.2698e-4	1.9200000000000002	
3.5058e-4	1.9500000000000002	
3.7546e-4	1.9800000000000002	
4.0165e-4	2.0100000000000002	
4.2923e-4	2.04	
4.5826e-4	2.0700000000000003	
4.8876e-4	2.1	
5.2076e-4	2.13	
5.5429e-4	2.16	
5.8938e-4	2.19	
6.2606e-4	2.22	
6.6435e-4	2.25	
7.0429e-4	2.2800000000000002	
7.4589e-4	2.31	
7.8919e-4	2.3400000000000003	
8.3421e-4	2.37	
8.8097e-4	2.4	
9.2951e-4	2.43	
9.7985e-4	2.46	
1.0320e-3	2.49	
1.0860e-3	2.52	
1.1420e-3	2.5500000000000003	
1.2000e-3	2.58	
1.2600e-3	2.6100000000000003	
1.3221e-3	2.64	
1.3862e-3	2.67	
1.4525e-3	2.7	
1.5208e-3	2.73	
1.5913e-3	2.7600000000000002	
1.6640e-3	2.79	
1.7389e-3	2.8200000000000003	
1.8160e-3	2.85	
1.8954e-3	2.8800000000000003	
1.9770e-3	2.91	
2.0609e-3	2.94	
2.1472e-3	2.97	
2.2357e-3	3	
